1A9EB8,30CD60,00,00,00,00,00,00
1AAF0A,30BC20,00,00,00,00,00,00
1A7D05,30A9D3,00,00,00,00,00,00
1A8DBD,3096AA,00,00,00,00,00,00
1A8D7E,3084F8,00,00,00,00,00,00
1AA3DE,3072AB,00,00,00,00,00,00
1A87AF,3061C4,00,00,00,00,00,00
1A8183,305050,00,00,00,00,00,00
1A92A4,303CF3,00,00,00,00,00,00
1A9123,302AA4,00,00,00,00,00,00
1A915D,3017A3,00,00,00,00,00,00
1A8F4D,300650,00,00,00,00,00,00
1A95B8,2FF36C,00,00,00,00,00,00
1A9E45,2FE370,00,00,00,00,00,00
1AA4BE,2FCF7C,00,00,00,00,00,00
1A850E,2FBAE6,00,00,00,00,00,00
1AA05F,2FA83B,00,00,00,00,00,00
1A853B,2F9436,00,00,00,00,00,00
1A98D9,2F8026,00,00,00,00,00,00
1A84E7,2F6B64,00,00,00,00,00,00
1A8CA3,2F58AD,00,00,00,00,00,00
1A95B0,2F44CC,00,00,00,00,00,00
1AAA8B,2F3023,00,00,00,00,00,00
1AA674,2F19A4,00,00,00,00,00,00
1A744D,2F05C2,00,00,00,00,00,00
1A8474,2EF10E,00,00,00,00,00,00
1A95C1,2EDC16,00,00,00,00,00,00
1AAEE0,2EC7CC,00,00,00,00,00,00
1A98D8,2EB22F,00,00,00,00,00,00
1A7161,2E9A3F,00,00,00,00,00,00
1A8ABB,2E8604,00,00,00,00,00,00
1A94BE,2E72C1,00,00,00,00,00,00
1A97E4,2E5D0B,00,00,00,00,00,00
1AB02A,2E460A,00,00,00,00,00,00
1A94E1,2E302F,00,00,00,00,00,00
1A7454,2E1AA4,00,00,00,00,00,00
1A93AC,2E0410,00,00,00,00,00,00
1A947D,2DEEE2,00,00,00,00,00,00
1AAAD1,2DD940,00,00,00,00,00,00
1A851B,2DC310,00,00,00,00,00,00
1A81A4,2DACF8,00,00,00,00,00,00
1AB5AC,2D9899,00,00,00,00,00,00
1A9785,2D8165,00,00,00,00,00,00
1A720A,2D69CB,00,00,00,00,00,00
1A8D40,2D527C,00,00,00,00,00,00
1A914B,2D3B56,00,00,00,00,00,00
1A96B7,2D24D0,00,00,00,00,00,00
1AB567,2D0F36,00,00,00,00,00,00
1A9829,2CF879,00,00,00,00,00,00
1A7862,2CE001,00,00,00,00,00,00
1A913F,2CC8C4,00,00,00,00,00,00
1A9986,2CB17B,00,00,00,00,00,00
1A9C30,2C9B97,00,00,00,00,00,00
1A7A42,2C8577,00,00,00,00,00,00
1A91BC,2C6EA7,00,00,00,00,00,00
1A9802,2C56F5,00,00,00,00,00,00
1AAE74,2C3EDC,00,00,00,00,00,00
1A87F2,2C242B,00,00,00,00,00,00
1A8BAF,2C0D2B,00,00,00,00,00,00
1A8A8B,2BF5B9,00,00,00,00,00,00
1A8A00,2BDC89,00,00,00,00,00,00
1A961B,2BC3D8,00,00,00,00,00,00
1A9550,2BA913,00,00,00,00,00,00
1A9094,2B8FD9,00,00,00,00,00,00
1A984E,2B7776,00,00,00,00,00,00
1AB99F,2B5EB8,00,00,00,00,00,00
1A927E,2B463D,00,00,00,00,00,00
1A7827,2B2CD0,00,00,00,00,00,00
1A8F11,2B1176,00,00,00,00,00,00
1AA1DB,2AF86F,00,00,00,00,00,00
1A958F,2ADE7A,00,00,00,00,00,00
1A7A2B,2AC402,00,00,00,00,00,00
1A9111,2AA8DC,00,00,00,00,00,00
1A912B,2A8EF9,00,00,00,00,00,00
1A95CB,2A7678,00,00,00,00,00,00
1AAD5A,2A5B93,00,00,00,00,00,00
1A8856,2A412A,00,00,00,00,00,00
1A7C91,2A2718,00,00,00,00,00,00
1A92A7,2A0C32,00,00,00,00,00,00
1A9631,29F0C7,00,00,00,00,00,00
1A91A9,29D66E,00,00,00,00,00,00
1A9000,29BAAE,00,00,00,00,00,00
1A9596,29A180,00,00,00,00,00,00
1AB21D,29882B,00,00,00,00,00,00
1A9092,296D05,00,00,00,00,00,00
1A7D70,295124,00,00,00,00,00,00
1A9065,293790,00,00,00,00,00,00
1A855E,291CDB,00,00,00,00,00,00
1A93B0,29016C,00,00,00,00,00,00
1A917A,28E3B1,00,00,00,00,00,00
1A915E,28C78D,00,00,00,00,00,00
1A9989,28ABED,00,00,00,00,00,00
1AB764,289089,00,00,00,00,00,00
1A8C9B,28758A,00,00,00,00,00,00
1A745B,2859C7,00,00,00,00,00,00
1AAB72,283DB2,00,00,00,00,00,00
1A9978,282086,00,00,00,00,00,00
1A815F,2804CA,00,00,00,00,00,00
1A8D13,27E832,00,00,00,00,00,00
1A8EAB,27CD1F,00,00,00,00,00,00
1A9607,27AEB4,00,00,00,00,00,00
1AA2B5,279147,00,00,00,00,00,00
1AA7A7,27743A,00,00,00,00,00,00
1A7781,2759CB,00,00,00,00,00,00
1A9006,274409,00,00,00,00,00,00
1AB06B,272765,00,00,00,00,00,00
1A8252,270A0E,00,00,00,00,00,00
1A8C8F,26F007,00,00,00,00,00,00
1A8D25,26D10D,00,00,00,00,00,00
1AA18A,26B2A5,00,00,00,00,00,00
1A88CE,2694F2,00,00,00,00,00,00
1A98DD,2676D5,00,00,00,00,00,00
1A8F6D,26596C,00,00,00,00,00,00
1A9605,263AE0,00,00,00,00,00,00
1A8F8D,261C3B,00,00,00,00,00,00
1A95D6,25FE31,00,00,00,00,00,00
1A8F27,25DFB9,00,00,00,00,00,00
1A9915,25C245,00,00,00,00,00,00
1A8D0C,25A356,00,00,00,00,00,00
1A85B3,258486,00,00,00,00,00,00
1AB3EE,2566F4,00,00,00,00,00,00
1A9B53,25499B,00,00,00,00,00,00
1A7D12,25291B,00,00,00,00,00,00
1A977A,250A06,00,00,00,00,00,00
1A8BA6,24EB00,00,00,00,00,00,00
1A9B39,24CC2C,00,00,00,00,00,00
1A8E12,24AE28,00,00,00,00,00,00
1AA2B0,248E91,00,00,00,00,00,00
1A8451,247102,00,00,00,00,00,00
1A9A7E,245116,00,00,00,00,00,00
1A8B0A,2431CB,00,00,00,00,00,00
1AA226,241245,00,00,00,00,00,00
1A7DA2,23F30B,00,00,00,00,00,00
1A8B01,23D2FE,00,00,00,00,00,00
1A94B8,23B5CD,00,00,00,00,00,00
1A9017,239773,00,00,00,00,00,00
1A9533,23777D,00,00,00,00,00,00
1A9429,2357F2,00,00,00,00,00,00
1A97C2,233544,00,00,00,00,00,00
1AADAB,23158E,00,00,00,00,00,00
1A854B,22F38D,00,00,00,00,00,00
1A9159,22D3E7,00,00,00,00,00,00
1A8CE8,22B21A,00,00,00,00,00,00
1A955A,2291FF,00,00,00,00,00,00
1A8865,227142,00,00,00,00,00,00
1A8A78,224FF7,00,00,00,00,00,00
1A9805,222EC1,00,00,00,00,00,00
1AB209,220DF3,00,00,00,00,00,00
1A9993,21EA89,00,00,00,00,00,00
1A7AB6,21C7EF,00,00,00,00,00,00
1A93A8,21A85F,00,00,00,00,00,00
1A917A,2185B6,00,00,00,00,00,00
1A9A90,2163DF,00,00,00,00,00,00
1A8980,2142B4,00,00,00,00,00,00
1A963E,211E9D,00,00,00,00,00,00
1A8004,20FDF6,00,00,00,00,00,00
1A8E9B,20DBCC,00,00,00,00,00,00
1A974F,20BC10,00,00,00,00,00,00
1AB23C,209AFD,00,00,00,00,00,00
1A8DFC,20777B,00,00,00,00,00,00
