1A97DF,1D2E,00,00,00,00,00,00
1A8A6B,FFC962,00,00,00,00,00,00
1A953F,FF73AA,00,00,00,00,00,00
1AA093,FF1DD8,00,00,00,00,00,00
1A8673,FEC8C6,00,00,00,00,00,00
1A94A5,FE7291,00,00,00,00,00,00
1A8CAF,FE1C2B,00,00,00,00,00,00
1A93A3,FDC903,00,00,00,00,00,00
1A8F1D,FD7375,00,00,00,00,00,00
1A9753,FD1DA8,00,00,00,00,00,00
1A88E8,FCC973,00,00,00,00,00,00
1A9A7D,FC7312,00,00,00,00,00,00
1A8FD4,FC1D14,00,00,00,00,00,00
1A8FA5,FBC63F,00,00,00,00,00,00
1A8B9C,FB716A,00,00,00,00,00,00
1A964F,FB1ACA,00,00,00,00,00,00
1A92C8,FAC75D,00,00,00,00,00,00
1A8BCA,FA7D74,00,00,00,00,00,00
1A9CEF,FA2E92,00,00,00,00,00,00
1A8A5C,F9D96D,00,00,00,00,00,00
1A963E,F984FE,00,00,00,00,00,00
1A8B02,F93037,00,00,00,00,00,00
1A8B5E,F8DC50,00,00,00,00,00,00
1A99E3,F8867E,00,00,00,00,00,00
1A9153,F832EA,00,00,00,00,00,00
1A8DF9,F7DE20,00,00,00,00,00,00
1A99B5,F78A13,00,00,00,00,00,00
1A88A4,F738B2,00,00,00,00,00,00
1A97E5,F6E528,00,00,00,00,00,00
1A937D,F6904B,00,00,00,00,00,00
1A8610,F63B5F,00,00,00,00,00,00
1A9EA4,F5E850,00,00,00,00,00,00
1A8960,F593B4,00,00,00,00,00,00
1A903B,F53DF3,00,00,00,00,00,00
1A8C49,F4E9C5,00,00,00,00,00,00
1A8C6B,F49603,00,00,00,00,00,00
1A9189,F44129,00,00,00,00,00,00
1A95DB,F3EC9B,00,00,00,00,00,00
1A95E3,F39A75,00,00,00,00,00,00
1A87A2,F346A8,00,00,00,00,00,00
1A9792,F2F4C7,00,00,00,00,00,00
1A8854,F2A159,00,00,00,00,00,00
1A94E1,F24DA5,00,00,00,00,00,00
1A98B7,F1FAE9,00,00,00,00,00,00
1A8BC7,F1A978,00,00,00,00,00,00
1A8980,F15959,00,00,00,00,00,00
1A9382,F10808,00,00,00,00,00,00
1A96DF,F0B788,00,00,00,00,00,00
1A8474,F06737,00,00,00,00,00,00
1A8F75,F01641,00,00,00,00,00,00
1A9117,EFC3EB,00,00,00,00,00,00
1A8FB1,EF7256,00,00,00,00,00,00
1A9C47,EF2016,00,00,00,00,00,00
1A8DC7,EECDD9,00,00,00,00,00,00
1A9A2E,EE7DD6,00,00,00,00,00,00
1A817B,EE2C5C,00,00,00,00,00,00
1A90B0,EDDB3B,00,00,00,00,00,00
1A8F3C,ED8B02,00,00,00,00,00,00
1A9116,ED3AE8,00,00,00,00,00,00
1A9A29,ECE995,00,00,00,00,00,00
1A92A4,EC9A3F,00,00,00,00,00,00
1A8A27,EC4910,00,00,00,00,00,00
1A8F0B,EBFAC1,00,00,00,00,00,00
1A9739,EBACC8,00,00,00,00,00,00
1A9B98,EB5CF7,00,00,00,00,00,00
1A8702,EB0F64,00,00,00,00,00,00
1A8C15,EAC12B,00,00,00,00,00,00
1A94D4,EA72CA,00,00,00,00,00,00
1A97A3,EA2720,00,00,00,00,00,00
1A8CB4,E9D9D9,00,00,00,00,00,00
1A8BF3,E98BFB,00,00,00,00,00,00
1A9E6E,E93E73,00,00,00,00,00,00
1A8BBB,E8F25A,00,00,00,00,00,00
1A92CC,E8A4C4,00,00,00,00,00,00
1A901F,E858BE,00,00,00,00,00,00
1A8B6F,E81865,00,00,00,00,00,00
1A8F8D,E7D066,00,00,00,00,00,00
1A93BC,E7843E,00,00,00,00,00,00
1A9BB5,E736B2,00,00,00,00,00,00
1A8CB1,E6EAC1,00,00,00,00,00,00
1A954F,E69FAD,00,00,00,00,00,00
1A8737,E6537C,00,00,00,00,00,00
1A8CE7,E60831,00,00,00,00,00,00
1A9D5A,E5BE7B,00,00,00,00,00,00
1A9BF5,E57752,00,00,00,00,00,00
1A842A,E52EE8,00,00,00,00,00,00
1A89EB,E4E4E6,00,00,00,00,00,00
1A9154,E49C4B,00,00,00,00,00,00
1A9DAC,E45453,00,00,00,00,00,00
1A8FF0,E40BCD,00,00,00,00,00,00
1A8DC0,E3C47E,00,00,00,00,00,00
1A9235,E37C75,00,00,00,00,00,00
1A8FD6,E334A4,00,00,00,00,00,00
1A8D35,E2ECB3,00,00,00,00,00,00
1A8AB4,E2A286,00,00,00,00,00,00
1A999F,E25A42,00,00,00,00,00,00
1A9314,E21382,00,00,00,00,00,00
1A8D6F,E1CC21,00,00,00,00,00,00
1A8F0A,E184F9,00,00,00,00,00,00
1A94C0,E13FE4,00,00,00,00,00,00
1A8ADE,E0FC6A,00,00,00,00,00,00
1A95F3,E0B746,00,00,00,00,00,00
1A8CBC,E072BF,00,00,00,00,00,00
1A970C,E02F0C,00,00,00,00,00,00
1A8A7C,DFEBE0,00,00,00,00,00,00
1A916A,DFA6E0,00,00,00,00,00,00
1A8E9A,DF6387,00,00,00,00,00,00
1A89D8,DF20E9,00,00,00,00,00,00
1A9C52,DEDF11,00,00,00,00,00,00
1A87A7,DE9CE3,00,00,00,00,00,00
1A98B9,DE5C60,00,00,00,00,00,00
1A8FAE,DE19D5,00,00,00,00,00,00
1A9B52,DDD7FA,00,00,00,00,00,00
1A85B1,DD966D,00,00,00,00,00,00
1A8B2C,DD54A3,00,00,00,00,00,00
1A9479,DD128F,00,00,00,00,00,00
1A9945,DCD241,00,00,00,00,00,00
1A8575,DC9542,00,00,00,00,00,00
1A8F98,DC5581,00,00,00,00,00,00
1A9EBE,DC1687,00,00,00,00,00,00
1A8B84,DBD884,00,00,00,00,00,00
1A9171,DB993A,00,00,00,00,00,00
1A96A5,DB5B09,00,00,00,00,00,00
1A8916,DB1EAE,00,00,00,00,00,00
1A8D6F,DAE175,00,00,00,00,00,00
1A9161,DAA5F6,00,00,00,00,00,00
1A9075,DA6A8A,00,00,00,00,00,00
1A9F36,DA2F8D,00,00,00,00,00,00
1A8B51,D9F51C,00,00,00,00,00,00
1A89D7,D9B96E,00,00,00,00,00,00
1A911A,D9801E,00,00,00,00,00,00
1A9BEC,D94604,00,00,00,00,00,00
1A8F0A,D90C0B,00,00,00,00,00,00
1A8ED3,D8DBF0,00,00,00,00,00,00
1A97E1,D8A423,00,00,00,00,00,00
1A849E,D86956,00,00,00,00,00,00
1A9080,D82F88,00,00,00,00,00,00
1A913E,D7F65E,00,00,00,00,00,00
1A90C1,D7C066,00,00,00,00,00,00
1A90B4,D7896B,00,00,00,00,00,00
1A905D,D75129,00,00,00,00,00,00
1A9DC1,D71B80,00,00,00,00,00,00
1A8CD5,D6E534,00,00,00,00,00,00
1A8B2C,D6AF4B,00,00,00,00,00,00
1A9164,D679E5,00,00,00,00,00,00
1A919A,D64630,00,00,00,00,00,00
1A9008,D61234,00,00,00,00,00,00
1A8F23,D5DF62,00,00,00,00,00,00
1A9153,D5ACAA,00,00,00,00,00,00
1A91C8,D57B2C,00,00,00,00,00,00
1AA287,D54841,00,00,00,00,00,00
1A89EE,D5159A,00,00,00,00,00,00
1A88DB,D4E5AB,00,00,00,00,00,00
1A9A2C,D4B325,00,00,00,00,00,00
1A94FC,D4836E,00,00,00,00,00,00
1A8D96,D45131,00,00,00,00,00,00
1A8EC3,D41FE3,00,00,00,00,00,00
1A9A8A,D3F116,00,00,00,00,00,00
1A8CAF,D3C241,00,00,00,00,00,00
1A91A6,D392A1,00,00,00,00,00,00
1A8D3C,D36409,00,00,00,00,00,00
1A9D19,D33617,00,00,00,00,00,00
1A87B1,D308B5,00,00,00,00,00,00
1A932F,D2DC23,00,00,00,00,00,00
1A8E64,D2AFD2,00,00,00,00,00,00
1A8B09,D2844B,00,00,00,00,00,00
1A9B53,D25927,00,00,00,00,00,00
1A8F14,D22F55,00,00,00,00,00,00
1A8CCF,D20610,00,00,00,00,00,00
1A9EB2,D1DC4C,00,00,00,00,00,00
1A87A8,D1B30D,00,00,00,00,00,00
1A94BE,D18ADD,00,00,00,00,00,00
1A8EFA,D161DE,00,00,00,00,00,00
1A8A9A,D13979,00,00,00,00,00,00
1A90F6,D1109D,00,00,00,00,00,00
1A8F09,D0E7A0,00,00,00,00,00,00
1A955E,D0BFB5,00,00,00,00,00,00
1AA040,D09AC5,00,00,00,00,00,00
1A86EE,D073E3,00,00,00,00,00,00
1A9256,D04E53,00,00,00,00,00,00
1A8F26,D028F2,00,00,00,00,00,00
1A9621,D00577,00,00,00,00,00,00
1A92A5,CFE0E4,00,00,00,00,00,00
1A8689,CFBDA2,00,00,00,00,00,00
1A91E3,CF9AA2,00,00,00,00,00,00
1A9A3B,CF7BA6,00,00,00,00,00,00
1A9125,CF598A,00,00,00,00,00,00
1A8896,CF37FA,00,00,00,00,00,00
1A97D5,CF195B,00,00,00,00,00,00
1A8B8A,CEF99B,00,00,00,00,00,00
1A9112,CEDCE6,00,00,00,00,00,00
1A930D,CEC192,00,00,00,00,00,00
1A8796,CEA22E,00,00,00,00,00,00
1A90E8,CE821D,00,00,00,00,00,00
1A9E8D,CE65EE,00,00,00,00,00,00
1A8789,CE46ED,00,00,00,00,00,00
1A96C2,CE285D,00,00,00,00,00,00
1A9426,CE0BDE,00,00,00,00,00,00
1A87AD,CDED81,00,00,00,00,00,00
1A9403,CDD288,00,00,00,00,00,00
1A9A88,CDB892,00,00,00,00,00,00
1A8E60,CD9DAD,00,00,00,00,00,00
1A8F1E,CD8219,00,00,00,00,00,00
1A88AB,CD697A,00,00,00,00,00,00
1A8E24,CD528F,00,00,00,00,00,00
1A8F1D,CD3B8E,00,00,00,00,00,00
1A8F43,CD2520,00,00,00,00,00,00
1A91C3,CD0D9A,00,00,00,00,00,00
1A9BDA,CCF717,00,00,00,00,00,00
1A8F10,CCE13C,00,00,00,00,00,00
